state,date,value
SA,2019/08/19,79274
SA,2019/08/20,1703
SA,2019/08/21,69447
SA,2019/08/22,85061
SA,2019/08/23,28477
SA,2019/08/24,70079
SA,2019/08/25,68387
SA,2019/08/26,50602
SA,2019/08/27,19560
SA,2019/08/28,35619
SA,2019/08/29,65641
SA,2019/08/30,1385
SA,2019/08/31,31182
SA,2019/09/01,29812
SA,2019/09/02,80697
SA,2019/09/03,60406
SA,2019/09/04,42681
SA,2019/09/05,45834
SA,2019/09/06,92498
SA,2019/09/07,26277
SA,2019/09/08,24631
SA,2019/09/09,6827
SA,2019/09/10,15728
SA,2019/09/11,59507
SA,2019/09/12,26770
SA,2019/09/13,10343
SA,2019/09/14,83914
SA,2019/09/15,33012
SA,2019/09/16,64108
SA,2019/09/17,40050
SA,2019/09/18,36357
SA,2019/09/19,66661
SA,2019/09/20,58260
SA,2019/09/21,62762
SA,2019/09/22,19722
SA,2019/09/23,5324
SA,2019/09/24,18790
SA,2019/09/25,43646
SA,2019/09/26,95435
SA,2019/09/27,67349
SA,2019/09/28,24907
SA,2019/09/29,26739
SA,2019/09/30,28622
SA,2019/10/01,44258
SA,2019/10/02,95553
SA,2019/10/03,72740
SA,2019/10/04,82921
SA,2019/10/05,29229
SA,2019/10/06,22150
SA,2019/10/07,32350
SA,2019/10/08,54523
SA,2019/10/09,73979
SA,2019/10/10,57365
SA,2019/10/11,22483
SA,2019/10/12,42450
SA,2019/10/13,91638
SA,2019/10/14,10469
SA,2019/10/15,2364
SA,2019/10/16,44362
SA,2019/10/17,8327
SA,2019/10/18,36411
SA,2019/10/19,11031
SA,2019/10/20,19790
SA,2019/10/21,83351
SA,2019/10/22,29042
SA,2019/10/23,33311
SA,2019/10/24,78900
SA,2019/10/25,23832
SA,2019/10/26,79919
SA,2019/10/27,57632
SA,2019/10/28,20945
SA,2019/10/29,58842
SA,2019/10/30,75235
SA,2019/10/31,46600
SA,2019/11/01,82210
SA,2019/11/02,36149
SA,2019/11/03,65120
SA,2019/11/04,23360
SA,2019/11/05,38470
SA,2019/11/06,41592
SA,2019/11/07,74810
SA,2019/11/08,38924
SA,2019/11/09,43114
SA,2019/11/10,43105
SA,2019/11/11,68815
SA,2019/11/12,89562
SA,2019/11/13,78483
SA,2019/11/14,84625
SA,2019/11/15,27733
SA,2019/11/16,7739
SA,2019/11/17,3787
SA,2019/11/18,89370
SA,2019/11/19,4509
SA,2019/11/20,51469
SA,2019/11/21,91495
SA,2019/11/22,12220
SA,2019/11/23,15833
SA,2019/11/24,72775
SA,2019/11/25,12939
SA,2019/11/26,34246
SA,2019/11/27,36416
SA,2019/11/28,76153
SA,2019/11/29,2116
SA,2019/11/30,8867
SA,2019/12/01,41785
SA,2019/12/02,44982
SA,2019/12/03,78362
SA,2019/12/04,48385
SA,2019/12/05,69225
SA,2019/12/06,22402
SA,2019/12/07,66644
SA,2019/12/08,62998
SA,2019/12/09,38473
SA,2019/12/10,59251
SA,2019/12/11,16850
SA,2019/12/12,73114
SA,2019/12/13,49366
SA,2019/12/14,2544
SA,2019/12/15,39905
SA,2019/12/16,84479
SA,2019/12/17,78021
SA,2019/12/18,50341
SA,2019/12/19,41665
SA,2019/12/20,76179
SA,2019/12/21,7191
SA,2019/12/22,37659
SA,2019/12/23,33088
SA,2019/12/24,56128
SA,2019/12/25,6980
SA,2019/12/26,95424
SA,2019/12/27,47317
SA,2019/12/28,83937
SA,2019/12/29,68503
SA,2019/12/30,76059
SA,2019/12/31,32876
