state,date,value
ACT,2019/07/11,97815
ACT,2019/07/12,35139
ACT,2019/07/13,61249
ACT,2019/07/14,11379
ACT,2019/07/15,68807
ACT,2019/07/16,20116
ACT,2019/07/17,81832
ACT,2019/07/18,97150
ACT,2019/07/19,26366
ACT,2019/07/20,76231
ACT,2019/07/21,5682
ACT,2019/07/22,21768
ACT,2019/07/23,27679
ACT,2019/07/24,97929
ACT,2019/07/25,28722
ACT,2019/07/26,82430
ACT,2019/07/27,38746
ACT,2019/07/28,6297
ACT,2019/07/29,12476
ACT,2019/07/30,96814
ACT,2019/07/31,26735
ACT,2019/08/01,65629
ACT,2019/08/02,20596
ACT,2019/08/03,20382
ACT,2019/08/04,57196
ACT,2019/08/05,7897
ACT,2019/08/06,92721
ACT,2019/08/07,41813
ACT,2019/08/08,79784
ACT,2019/08/09,79770
ACT,2019/08/10,49623
ACT,2019/08/11,42067
ACT,2019/08/12,63979
ACT,2019/08/13,47330
ACT,2019/08/14,42294
ACT,2019/08/15,32667
ACT,2019/08/16,14443
ACT,2019/08/17,17981
ACT,2019/08/18,83938
ACT,2019/08/19,91129
ACT,2019/08/20,65884
ACT,2019/08/21,20244
ACT,2019/08/22,89493
ACT,2019/08/23,26298
ACT,2019/08/24,73648
ACT,2019/08/25,97003
ACT,2019/08/26,65991
ACT,2019/08/27,7495
ACT,2019/08/28,69861
ACT,2019/08/29,83383
ACT,2019/08/30,7325
ACT,2019/08/31,58796
ACT,2019/09/01,74628
ACT,2019/09/02,15260
ACT,2019/09/03,43534
ACT,2019/09/04,32486
ACT,2019/09/05,85713
ACT,2019/09/06,67576
ACT,2019/09/07,82861
ACT,2019/09/08,19811
ACT,2019/09/09,93222
ACT,2019/09/10,68460
ACT,2019/09/11,15423
ACT,2019/09/12,87507
ACT,2019/09/13,44959
ACT,2019/09/14,97486
ACT,2019/09/15,2460
ACT,2019/09/16,98171
ACT,2019/09/17,53903
ACT,2019/09/18,17686
ACT,2019/09/19,77206
ACT,2019/09/20,80256
ACT,2019/09/21,18375
ACT,2019/09/22,3747
ACT,2019/09/23,30195
ACT,2019/09/24,18196
ACT,2019/09/25,91868
ACT,2019/09/26,20531
ACT,2019/09/27,24199
ACT,2019/09/28,83442
ACT,2019/09/29,66378
ACT,2019/09/30,78393
ACT,2019/10/01,71267
ACT,2019/10/02,18038
ACT,2019/10/03,96376
ACT,2019/10/04,4356
ACT,2019/10/05,87442
ACT,2019/10/06,53698
ACT,2019/10/07,8005
ACT,2019/10/08,12428
ACT,2019/10/09,78956
ACT,2019/10/10,70091
ACT,2019/10/11,73002
ACT,2019/10/12,37475
ACT,2019/10/13,54912
ACT,2019/10/14,10929
ACT,2019/10/15,42463
ACT,2019/10/16,16812
ACT,2019/10/17,7903
ACT,2019/10/18,76885
ACT,2019/10/19,64289
ACT,2019/10/20,24865
ACT,2019/10/21,91234
ACT,2019/10/22,60701
ACT,2019/10/23,10764
ACT,2019/10/24,81698
ACT,2019/10/25,86643
ACT,2019/10/26,86393
ACT,2019/10/27,44913
ACT,2019/10/28,78697
ACT,2019/10/29,28431
ACT,2019/10/30,39780
ACT,2019/10/31,47113
ACT,2019/11/01,81808
ACT,2019/11/02,26108
ACT,2019/11/03,76774
ACT,2019/11/04,40947
ACT,2019/11/05,33133
ACT,2019/11/06,64008
ACT,2019/11/07,31945
ACT,2019/11/08,89508
ACT,2019/11/09,85313
ACT,2019/11/10,95540
ACT,2019/11/11,93309
ACT,2019/11/12,18376
ACT,2019/11/13,28007
ACT,2019/11/14,96647
ACT,2019/11/15,52465
ACT,2019/11/16,37225
ACT,2019/11/17,27173
ACT,2019/11/18,22516
ACT,2019/11/19,20420
ACT,2019/11/20,94862
ACT,2019/11/21,73706
ACT,2019/11/22,85864
ACT,2019/11/23,89478
ACT,2019/11/24,88780
ACT,2019/11/25,47451
ACT,2019/11/26,70541
ACT,2019/11/27,49387
ACT,2019/11/28,75244
ACT,2019/11/29,97092
ACT,2019/11/30,43241
ACT,2019/12/01,20809
ACT,2019/12/02,52006
ACT,2019/12/03,27600
ACT,2019/12/04,30177
ACT,2019/12/05,1264
ACT,2019/12/06,11372
ACT,2019/12/07,54444
ACT,2019/12/08,74336
ACT,2019/12/09,73115
ACT,2019/12/10,90430
ACT,2019/12/11,91440
ACT,2019/12/12,45483
ACT,2019/12/13,65372
ACT,2019/12/14,14595
ACT,2019/12/15,91010
ACT,2019/12/16,33829
ACT,2019/12/17,38553
ACT,2019/12/18,26940
ACT,2019/12/19,11129
ACT,2019/12/20,47559
ACT,2019/12/21,72151
ACT,2019/12/22,40007
ACT,2019/12/23,55165
ACT,2019/12/24,48218
ACT,2019/12/25,12099
ACT,2019/12/26,30311
ACT,2019/12/27,1114
ACT,2019/12/28,11866
ACT,2019/12/29,91003
ACT,2019/12/30,42903
ACT,2019/12/31,75828
