state,date,value
TAS,2019/11/17,55708
TAS,2019/11/18,75073
TAS,2019/11/19,22438
TAS,2019/11/20,15753
TAS,2019/11/21,4957
TAS,2019/11/22,78898
TAS,2019/11/23,23865
TAS,2019/11/24,96726
TAS,2019/11/25,8343
TAS,2019/11/26,27969
TAS,2019/11/27,91114
TAS,2019/11/28,85157
TAS,2019/11/29,66308
TAS,2019/11/30,31593
TAS,2019/12/01,94710
TAS,2019/12/02,93241
TAS,2019/12/03,5744
TAS,2019/12/04,36801
TAS,2019/12/05,78990
TAS,2019/12/06,48777
TAS,2019/12/07,3530
TAS,2019/12/08,37490
TAS,2019/12/09,50501
TAS,2019/12/10,50752
TAS,2019/12/11,21452
TAS,2019/12/12,69289
TAS,2019/12/13,95366
TAS,2019/12/14,21541
TAS,2019/12/15,48018
TAS,2019/12/16,82098
TAS,2019/12/17,50485
TAS,2019/12/18,8138
TAS,2019/12/19,96692
TAS,2019/12/20,82993
TAS,2019/12/21,42947
TAS,2019/12/22,28515
TAS,2019/12/23,17614
TAS,2019/12/24,98348
TAS,2019/12/25,36514
TAS,2019/12/26,13057
TAS,2019/12/27,9924
TAS,2019/12/28,80775
TAS,2019/12/29,84385
TAS,2019/12/30,84654
TAS,2019/12/31,93915
